index	phage_id	marker_hashes	rbp_hashes	rbp_length	shannon_entropy	n_unique_markers
51	GCA_900516405.1_307_fragment_1	b5822b84cf8498dadb5f42328398175a	364089d71f84786b11b3096fc8d3b65d	888	0.0	1
52	GCA_900510495.1_80,GCA_900511685.1_19	b5822b84cf8498dadb5f42328398175a	99c1b8f4045178c7154b6c298e3bfa15	225	0.0	1
53	GCA_029079265.1_1_fragment_10,GCA_029846655.1_21,GCA_036688355.1_8_fragment_1	b5822b84cf8498dadb5f42328398175a	80aac1dbc8a4a9f2d91345db4b06c548	225	0.0	1
54	GCA_000821925.1_28_fragment_1	b5822b84cf8498dadb5f42328398175a	91eca9056cb0350469e3a826461d39a7	225	0.0	1
55	GCA_900510495.1_29_fragment_1,GCA_900511685.1_23_fragment_1	b5822b84cf8498dadb5f42328398175a	7f60cc9f32e7170b7b8fcedaabb574c2	225	0.0	1
56	GCA_900511665.1_46	b5822b84cf8498dadb5f42328398175a	458a8844113df2dc8d791854c611fcb1	733	0.0	1
57	GCA_900506985.1_47_fragment_1	b5822b84cf8498dadb5f42328398175a	0eddd811a145c217f1def54edd8c2575	1021	0.0	1
58	GCA_900516695.1_46_fragment_1,GCA_900517255.1_39_fragment_1	b5822b84cf8498dadb5f42328398175a	8c8f11f27a0ae056093189bcaa0c6f16	312	0.0	1
59	GCA_900503155.1_37	b5822b84cf8498dadb5f42328398175a	f19ffea4bc2b7697c97706e3687c01a0	1986	0.0	1
60	GCA_900506985.1_33_fragment_1	b5822b84cf8498dadb5f42328398175a	cd03833ae9815bce1fbd71106b1be62d	633	0.0	1
61	GCA_900506985.1_61_fragment_1	b5822b84cf8498dadb5f42328398175a	27551c5f368f13ec845b4ead159a84d2	814	0.0	1
62	GCA_900507455.1_84,GCA_900508095.1_38	b5822b84cf8498dadb5f42328398175a	24ccf4971943e0d5b0ede0f30602f4c7	332	0.0	1
63	GCA_900084915.1_1_fragment_2	b5822b84cf8498dadb5f42328398175a	ba24e4d83688288316230d653167ba2c	248	0.0	1
64	GCA_003195755.1_60_fragment_1	b5822b84cf8498dadb5f42328398175a	82e724d0b96218bfec2bbbcc4b63ca8b	474	0.0	1
65	GCA_000821925.1_41	b5822b84cf8498dadb5f42328398175a	bc6bf04b5af0dc7a9a588f1e5c877915	602	0.0	1
66	GCA_900506565.1_41	b5822b84cf8498dadb5f42328398175a	f57971b25cc42b55533537ab9e4a8624	622	0.0	1
67	GCA_900510495.1_24_fragment_1,GCA_900511685.1_50_fragment_1	b5822b84cf8498dadb5f42328398175a	c0098d65a0efe0be19535aee9c26f3b7	666	0.0	1
68	GCA_900511665.1_18	b5822b84cf8498dadb5f42328398175a	2b012cc70f6f44cf001d6ba6adc9b3c4	1113	0.0	1
69	GCA_000822765.1_67	b5822b84cf8498dadb5f42328398175a	aeb1c6d670c702bd705ce2de6b25434f	310	0.0	1
70	GCA_022289905.1_301	462d94154fc4fe2f6cc32dc950039e4e	2fd2e99bf1e65a103e3446c57d2396e3	637	0.0	1
71	GCA_022289905.1_25	462d94154fc4fe2f6cc32dc950039e4e	3920fcc62320c7b2aaa7d1c53fff7e80	430	0.0	1
72	GCA_022289905.1_113	462d94154fc4fe2f6cc32dc950039e4e	aeb1c6d670c702bd705ce2de6b25434f	310	0.0	1
73	GCA_021897935.1_42	f39473eda4583bc96fd8b2303f82d8ce	a8c8bc88cdd56619b43eeb312b32d9e6	1630	0.0	1
74	GCA_021228815.1_1_fragment_7,GCA_021897335.1_1_fragment_1,GCA_021897355.1_1_fragment_1,GCA_021897735.1_1_fragment_3,GCA_021898035.1_1_fragment_1	f39473eda4583bc96fd8b2303f82d8ce	cf43fd89ac7f32dd788856cac8d41087	758	0.0	1
75	GCA_016635425.1_11_fragment_1	f39473eda4583bc96fd8b2303f82d8ce	acc1b5672dc86d153658fa545477ea1d	737	0.0	1
76	GCA_900512035.2_1_fragment_4,GCA_900512075.2_1_fragment_4,GCA_900515065.1_38_fragment_4,GCA_900515085.1_39_fragment_4	f39473eda4583bc96fd8b2303f82d8ce	4d1d4d58993781a2820f379b2df7b308	225	0.0	1
77	GCA_031318255.1_22_fragment_1	f39473eda4583bc96fd8b2303f82d8ce	243cc719c2dada82b80627f0cb9aa6b6	225	0.0	1
78	GCA_023029305.1_1_fragment_1,GCA_023032085.1_2_fragment_1	f39473eda4583bc96fd8b2303f82d8ce	d6737fa3e2a305257ef51b251ff8fe37	225	0.0	1
79	GCA_016635425.1_66_fragment_2	f39473eda4583bc96fd8b2303f82d8ce	5876cfe2649ab62b5c772776a4579027	1271	0.0	1
80	GCA_900775285.1_1_fragment_1,GCA_900775315.1_1_fragment_1	f39473eda4583bc96fd8b2303f82d8ce	343bcb36c702e00dedfc316053b30ff7	1329	0.0	1
81	GCA_900775285.1_11,GCA_900775315.1_11	f39473eda4583bc96fd8b2303f82d8ce	308eabdc793a72af4e7819b58c09d785	477	0.0	1
82	GCA_039681475.1_11	f39473eda4583bc96fd8b2303f82d8ce	6d528ed7dee9f1e971dc3d182a2945f1	718	0.0	1
83	GCA_021898015.1_36	f39473eda4583bc96fd8b2303f82d8ce	67e7c22c26f06677ddf078570f996ee8	994	0.0	1
84	GCA_039681475.1_2_fragment_1,GCA_039681515.1_1_fragment_1	f39473eda4583bc96fd8b2303f82d8ce	1463e38e94cd9dac702a7769fa329982	351	0.0	1
85	GCA_041861225.1_1_fragment_11	f39473eda4583bc96fd8b2303f82d8ce	dbeadcdcd9c89ff448a899256b9e3965	478	0.0	1
86	GCA_037629975.1_59_fragment_1	f39473eda4583bc96fd8b2303f82d8ce	1e699e7e7ba0ea0a5d5f65ac2639b170	274	0.0	1
87	GCA_035793095.1_2_fragment_3	1c4ed960344ad2612d15d5dcfea9ae6e	c783592a41a15bc0cdc1d7b0699524b4	683	0.0	1
88	GCA_035793095.1_1_fragment_2	1c4ed960344ad2612d15d5dcfea9ae6e	7dd9df263cb092d014e87c2b9f0ec883	928	0.0	1
89	GCA_001011385.1_54_fragment_1	1c4ed960344ad2612d15d5dcfea9ae6e	b4da5e4065d010a6a7ff93975bd04fd3	928	0.0	1
90	GCA_035793095.1_3_fragment_3	1c4ed960344ad2612d15d5dcfea9ae6e	ea0ffc30d8c88c631455065dd4c89896	1157	0.0	1
91	GCA_001011385.1_52	1c4ed960344ad2612d15d5dcfea9ae6e	1eefd15abda5b4bfee3e924ce69e9493	760	0.0	1
92	GCA_901212425.1_169_fragment_1	11d31c0450674a07dc1eb8a4bd34a697	be08580b68cac2132a7569d14bdbad51	667	0.0	1
93	GCA_033865735.1_1_fragment_13	4d4351752cb2fad8163608c22e759b84	9d6e4f941367866092179793dc911293	1162	0.0	1
94	GCA_033865735.1_1_fragment_24	4d4351752cb2fad8163608c22e759b84	35f2a1cf5ec20e6a8114d68b7c6cd9ab	1000	0.0	1
95	GCA_030213545.1_222_fragment_1,GCA_030225605.1_89_fragment_1	4d4351752cb2fad8163608c22e759b84	9d062e90129fb2f40cbbe5711cdeee98	739	0.0	1
96	GCA_016903975.1_1_fragment_19	4d4351752cb2fad8163608c22e759b84	fd0b4d41922679363dacf19567e365bb	1165	0.0	1
97	GCA_015721195.1_1_fragment_3	4d4351752cb2fad8163608c22e759b84	265546b53f2dd7c51c1621b9e3b1f83e	1031	0.0	1
98	GCA_033865735.1_1_fragment_1	4d4351752cb2fad8163608c22e759b84	dfb34d03cfd5a6cdfd71902e6569adf2	1031	0.0	1
99	GCA_030194355.1_54_fragment_1,GCA_030194365.1_33_fragment_1,GCA_030194535.1_30_fragment_4,GCA_030195115.1_33_fragment_4,GCA_030195175.1_104_fragment_1,GCA_030195225.1_54_fragment_3,GCA_030195575.1_22_fragment_4	4d4351752cb2fad8163608c22e759b84	4ba235477d94a1460472a3f41c44c28d	1031	0.0	1
100	GCA_033865735.1_4	4d4351752cb2fad8163608c22e759b84	456ace8abc90b7263a3b1c56901c38de	495	0.0	1
101	GCA_041283475.1_3	0b1efe5c3944fa95c87f577b8cada0bc	dfd28f382e4411bb08f5801cb3708bf2	564	0.0	1
102	GCA_041283475.1_1_fragment_16	0b1efe5c3944fa95c87f577b8cada0bc	ddfc978595e04a38ffd0a6c2f51a6050	988	0.0	1
103	GCA_041283475.1_1_fragment_13	0b1efe5c3944fa95c87f577b8cada0bc	2fab09297f4bf149a9d195bf3343c0a6	542	0.0	1
104	GCA_004104525.2_1_fragment_10	00f4d7432e213cce673a994e654a34c4	6f72cbf83df559be7eed6d8b10ca0fd3	663	0.0	1
105	GCA_003261555.1_162	00f4d7432e213cce673a994e654a34c4	cff432b4523ed8c4832d19c738c76275	290	0.0	1
106	GCA_002080105.1_2	00f4d7432e213cce673a994e654a34c4	eb31496b4212a6467e28f20527dcbaaa	221	0.0	1
107	GCA_004104525.2_1_fragment_16	00f4d7432e213cce673a994e654a34c4	4f572d91153aae867f18f6930137fb5f	723	0.0	1
108	GCA_004104525.2_1_fragment_22	00f4d7432e213cce673a994e654a34c4	c101a91850a20a7b013510e76a7e6cff	365	0.0	1
109	GCA_004104525.2_1_fragment_26	00f4d7432e213cce673a994e654a34c4	34f37116e3c81283e6052025aef30ef8	1143	0.0	1
110	GCA_004104525.2_1_fragment_21	00f4d7432e213cce673a994e654a34c4	6fc1a4150e5fe0279041f95bc7e54968	932	0.0	1
111	GCA_002080105.1_4	00f4d7432e213cce673a994e654a34c4	b0a6345710efe918801b6d87d639f637	563	0.0	1
112	GCA_002080105.1_7_fragment_1	00f4d7432e213cce673a994e654a34c4	9667aeebe5c8d99237b994a22ad31605	305	0.0	1
113	GCA_002080105.1_13_fragment_7	00f4d7432e213cce673a994e654a34c4	ca9f5531c61a806c561f51d186ec7f81	620	0.0	1
114	GCA_004104525.2_1_fragment_1	00f4d7432e213cce673a994e654a34c4	45dd8e6f1dcc95f3d11df5cf1a3978e4	542	0.0	1
115	GCA_004104525.2_1_fragment_24	00f4d7432e213cce673a994e654a34c4	a569f66e8feb670c8fa1bdddf312218c	1149	0.0	1
116	GCA_002080105.1_5	00f4d7432e213cce673a994e654a34c4	6402ba69eaf502a2ca9d4bfd08324673	735	0.0	1
117	GCA_002080105.1_14	00f4d7432e213cce673a994e654a34c4	f0fba50743a7b97ecc800ab93e3f43d3	331	0.0	1
118	GCA_003261555.1_5	00f4d7432e213cce673a994e654a34c4	e6fe4a407f661438e805069347f7deeb	466	0.0	1
119	GCA_036911815.1_109	6ff0cef0992cd7477ca4094d34edda50	848fbe7e09672f372208b8fcc530e965	695	0.0	1
120	GCA_036911815.1_61	6ff0cef0992cd7477ca4094d34edda50	ccecb2c4bd9ede2ed18e90d99b8801bb	314	0.0	1
121	GCA_039409695.1_12_fragment_1,GCA_039409755.1_13_fragment_1	6ff0cef0992cd7477ca4094d34edda50	e24f16b28041a9a1afd739790ecc4484	365	0.0	1
122	GCA_036911815.1_74	6ff0cef0992cd7477ca4094d34edda50	f037c43b2e2234f49c55cd22c4e43780	518	0.0	1
123	GCA_031800375.1_6_fragment_1	6ff0cef0992cd7477ca4094d34edda50	a4c7c7dbb127f0c0ee7d481e1cb29a79	1213	0.0	1
124	GCA_039409695.1_1_fragment_1,GCA_039409755.1_1_fragment_1	6ff0cef0992cd7477ca4094d34edda50	edeb923ff148836fed9593c376f506ec	772	0.0	1
125	GCA_031800375.1_7_fragment_1	6ff0cef0992cd7477ca4094d34edda50	a75b5a546a17548b5a83b413676670c6	772	0.0	1
126	GCA_039409695.1_57,GCA_039409755.1_54	6ff0cef0992cd7477ca4094d34edda50	bf156e6088f1198d3b1d9ace8ea01827	542	0.0	1
127	GCA_031800375.1_1_fragment_2	6ff0cef0992cd7477ca4094d34edda50	6aea19c90af2c7815c8170328b976ba6	1032	0.0	1
128	GCA_039409695.1_26_fragment_1,GCA_039409755.1_26_fragment_1	6ff0cef0992cd7477ca4094d34edda50	e023817c1ab69b8389ae3d3c7a5c1114	1031	0.0	1
129	GCA_902164975.1_2_fragment_2	ccf9b23972efc321c62495acb8c7194f	c101a91850a20a7b013510e76a7e6cff	365	0.0	1
130	GCA_902164975.1_8_fragment_1	ccf9b23972efc321c62495acb8c7194f	66e3ace42560718382e54c1a4cc3fdce	620	0.0	1
131	GCA_025374775.1_1_fragment_6	86c7b64477d6ac026a0d2380aaa0db6e	70ef92a503d4ddfdb1963de3d74fdbfe	1423	0.0	1
132	GCA_004312325.1_6_fragment_1	9a5a2440402b6b861a324387c98c69ba	192dc7c99fd3a381d62bed4a65a9e26e	1372	0.0	1
133	GCA_032741695.1_7_fragment_2	5c9daae748643e53788c24a0b6f7c6de	84ab665c7b2379a65dd6ae58df8ce6e1	688	0.0	1
134	GCA_028894185.1_77_fragment_2	5c9daae748643e53788c24a0b6f7c6de	055d2a6ef1f05779e62e0a8bbb612faf	1055	0.0	1
135	GCA_028894185.1_88	5c9daae748643e53788c24a0b6f7c6de	7df2eef533876f9130c8bab2c1130474	499	0.0	1
136	GCA_022026995.1_33	5c9daae748643e53788c24a0b6f7c6de	64bf3445c1beb3fab7fb9091511cfe88	701	0.0	1
137	GCA_022026995.1_14_fragment_1	5c9daae748643e53788c24a0b6f7c6de	2ada73d7c917f404eb9538c826d18800	343	0.0	1
138	GCA_028894185.1_11_fragment_1	5c9daae748643e53788c24a0b6f7c6de	d7434d4e680bb98d045bd27674be1156	902	0.0	1
139	GCA_021911845.1_3_fragment_1	5c9daae748643e53788c24a0b6f7c6de	d80ee3065c32680fca8e0cd23310d251	648	0.0	1
140	GCA_028894185.1_99_fragment_1,GCA_032741695.1_11_fragment_1	5c9daae748643e53788c24a0b6f7c6de	b85701c255ff8ad7d7d4d88bc0b762c6	390	0.0	1
141	GCA_032575795.1_37_fragment_1	cdc40941fa2a542dbfb56e38dd9c2ea8	f060bdd09e82bc9ce537f07dcec87c3b	589	0.0	1
142	GCA_021931055.1_56	91384f3c0bb5cb28f9a26bfaf04c4bb9	112a3126ed77fab4ca66a308716baba6	359	0.0	1
143	GCA_021931055.1_46	91384f3c0bb5cb28f9a26bfaf04c4bb9	c3bce37b4497b526e72e27caad1f2959	647	0.0	1
144	GCA_021931055.1_40_fragment_1	91384f3c0bb5cb28f9a26bfaf04c4bb9	93a0355cab28d0454b89346597070f80	343	0.0	1
145	GCA_026007795.1_1_fragment_6	0df6d8bf00fba4af8011e60872fe540d	9fb22d72e112f8a8c1bf96b68d75151e	1843	0.0	1
146	GCA_037046065.1_52,GCA_037046225.1_46	a51ea6613fd9a0d6e55ff6f7398e6faf	b075ce7ac818f34378ab9efdf770b8ec	313	0.0	1
147	GCA_018366345.1_17_fragment_1	a51ea6613fd9a0d6e55ff6f7398e6faf	9dc8511ea5dcaa236bf37b38fd85b91c	882	0.0	1
148	GCA_035787195.1_26_fragment_1	73400e54c2261e172bad935ecb19d5c2	2573c8b215d4f107b6303a9d47eac782	786	0.0	1
149	GCA_035787195.1_2_fragment_1	73400e54c2261e172bad935ecb19d5c2	bc685a286a13f77fb9e013a8a004a817	882	0.0	1
150	GCA_035787195.1_1_fragment_3	73400e54c2261e172bad935ecb19d5c2	521c54d6709ef35c25182b66e782a7d6	987	0.0	1
151	GCA_902161625.1_2_fragment_8	59e51a8bc1ff934417cdd90113a161ee	f8537c590eb9328ab9fdebf9465ace85	919	0.0	1
152	GCA_030286175.1_1_fragment_13	59e51a8bc1ff934417cdd90113a161ee	8c8685ac29386919b6d205875a17da93	869	0.0	1
153	GCA_001583485.1_1_fragment_2	59e51a8bc1ff934417cdd90113a161ee	f6219a2434a09e407e1bef858dbfcac7	878	0.0	1
154	GCA_947047385.1_1_fragment_9	59e51a8bc1ff934417cdd90113a161ee	cef4e99926d06ce2b43c9a35a5ac758b	874	0.0	1
155	GCA_922832915.1_1_fragment_9	59e51a8bc1ff934417cdd90113a161ee	42bf46a56aba9b55fde37dad0bb5dba9	867	0.0	1
156	GCA_030286175.1_1_fragment_10	59e51a8bc1ff934417cdd90113a161ee	415258bb208dbf280e7c722c99452769	1258	0.0	1
157	GCA_902161625.1_1_fragment_1	59e51a8bc1ff934417cdd90113a161ee	b03482da2b46714f5389feadfdadd4e4	867	0.0	1
158	GCA_016653085.1_48_fragment_1,GCA_021228995.1_1_fragment_15	59e51a8bc1ff934417cdd90113a161ee	5111fc1fee534ef64fe9be9dfb8a6991	475	0.0	1
159	GCA_902161625.1_1_fragment_3	59e51a8bc1ff934417cdd90113a161ee	b9f1b0fc22d24ebe26a3f28a773a928e	1375	0.0	1
160	GCA_016653085.1_33_fragment_1	59e51a8bc1ff934417cdd90113a161ee	ee377efdff6d1458dd082fd4697a2782	327	0.0	1
161	GCA_018366155.1_12_fragment_1	59e51a8bc1ff934417cdd90113a161ee	fbab01c07628c36aa44c57c9c1e60873	1053	0.0	1
162	GCA_001583485.1_66_fragment_1	59e51a8bc1ff934417cdd90113a161ee	7b9902d0b5a3076f4cca995ad1e5c3be	552	0.0	1
163	GCA_002365625.1_44_fragment_1	59e51a8bc1ff934417cdd90113a161ee	f711b29878c9c01a02819950d2067cbf	1399	0.0	1
164	GCA_002385195.1_4_fragment_1,GCA_002477265.1_34_fragment_1	59e51a8bc1ff934417cdd90113a161ee	d26c5eaba3d3912b638cae2e0d52b033	1400	0.0	1
165	GCA_030286175.1_1_fragment_22	59e51a8bc1ff934417cdd90113a161ee	8d14337f390d8ac2ce838d918d1a8b57	976	0.0	1
166	GCA_032677425.1_43	59e51a8bc1ff934417cdd90113a161ee	02933e244630ac663cda573d99b4eae4	898	0.0	1
167	GCA_902161625.1_4_fragment_1	59e51a8bc1ff934417cdd90113a161ee	edaba9af94fc9009e793db38bf0f0ce7	676	0.0	1
168	GCA_030286175.1_1_fragment_24	59e51a8bc1ff934417cdd90113a161ee	a09bc3f2f26252a90610cb34d417033a	871	0.0	1
169	GCA_947047385.1_1_fragment_12	59e51a8bc1ff934417cdd90113a161ee	b5111f211958a7809d3aefcf8fd2eccb	928	0.0	1
170	GCA_902161625.1_2_fragment_4	59e51a8bc1ff934417cdd90113a161ee	589b7abfd8296f160c615e361ae67d8a	814	0.0	1
171	GCA_016653085.1_48_fragment_2	59e51a8bc1ff934417cdd90113a161ee	b728345dcd4c0d7dd5b396de9121cb39	1009	0.0	1
172	GCA_021228995.1_1_fragment_14	59e51a8bc1ff934417cdd90113a161ee	48866cea43a64eeb593cb3afeae24a4c	1008	0.0	1
173	GCA_902161625.1_1_fragment_2	59e51a8bc1ff934417cdd90113a161ee	6fbb4e4852bfaa2dc6c19c77dfdfb661	711	0.0	1
174	GCA_023704035.1_1_fragment_9	cd25361b6e975121ba00f81840419c75	4a1330a47c553f1cb3aaa5c52f893487	1009	0.0	1
175	GCA_002738115.1_10_fragment_1	0d056beacefbc95181ec4d10d7d9b29d	5a21685a1369ad618d0eaaacf95dc724	726	0.0	1
176	GCA_027611845.1_5_fragment_1	69559c18cd96adadd5bd0a17cb5e9279	8ce0279fe55d4a16949deb80c60067e2	878	0.0	1
177	GCA_004357805.1_45_fragment_1,GCA_004358085.1_21_fragment_1	098041b4b50e532de5575619bd819c5f	fbda608a3143494e2c5ef96712215c10	351	0.0	1
178	GCA_004357815.1_62	098041b4b50e532de5575619bd819c5f	3632f321a4d98669c230dc68dac0ce75	461	0.0	1
179	GCA_026528955.1_8_fragment_1,GCA_026530395.1_10_fragment_1,GCA_026535355.1_11_fragment_1	098041b4b50e532de5575619bd819c5f	6d53a9a82d19b8dd3ef5a59d545ee0d7	504	0.0	1
180	GCA_958402565.1_34_fragment_1	9ad1044452a7a6af472256a1bf52901d	827b8d103f887e659669dae7a89022c3	599	0.0	1
181	GCA_958402565.1_37_fragment_1	9ad1044452a7a6af472256a1bf52901d	5c80969424147ad0bb92d3f0fa5a4355	662	0.0	1
182	GCA_025584885.1_57	9ad1044452a7a6af472256a1bf52901d	8df98ee40abac92245dd21984ff3e8a1	866	0.0	1
183	GCA_033425465.1_86	9ad1044452a7a6af472256a1bf52901d	d9f28716264100a2737388cf5662f1e9	878	0.0	1
184	GCA_012952425.1_1_fragment_13	9ad1044452a7a6af472256a1bf52901d	26b1c72d908c7217c0587952463a8f3b	867	0.0	1
