ID,Not_TSP_probability,TSP_probability,Predicted_label
VZBQPXLH_CDS_3205,0.014942437,0.98505753,1.0
VZBQPXLH_CDS_1653,0.0072645787,0.9927354,1.0
VZBQPXLH_CDS_3940,0.4474639,0.55253613,1.0
VZBQPXLH_CDS_4926,0.42658287,0.57341707,1.0
VZBQPXLH_CDS_4523,0.0075453375,0.99245465,1.0
VZBQPXLH_CDS_0286,0.008618203,0.9913818,1.0
VZBQPXLH_CDS_4737,0.0035753283,0.9964246,1.0
VZBQPXLH_CDS_4990,0.10922196,0.890778,1.0
VZBQPXLH_CDS_5017,0.0057631857,0.9942368,1.0
VZBQPXLH_CDS_5020,0.011642313,0.9883577,1.0
VZBQPXLH_CDS_1469,0.015410047,0.98458993,1.0
VZBQPXLH_CDS_2323,0.008590483,0.9914095,1.0
VZBQPXLH_CDS_1834,0.0046603046,0.99533963,1.0
VZBQPXLH_CDS_3062,0.010596323,0.9894037,1.0
VZBQPXLH_CDS_4805,0.13808404,0.86191595,1.0
VZBQPXLH_CDS_0929,0.010082003,0.98991805,1.0
JKSBEHQH_CDS_4830,0.013906405,0.9860935,1.0
JKSBEHQH_CDS_1128,0.010572469,0.9894275,1.0
JKSBEHQH_CDS_1903,0.008192264,0.99180776,1.0
JKSBEHQH_CDS_1368,0.009155731,0.9908442,1.0
JKSBEHQH_CDS_1371,0.02846839,0.9715316,1.0
CJPSYXBI_CDS_4537,0.0066009127,0.99339914,1.0
CJPSYXBI_CDS_2361,0.0068358216,0.9931641,1.0
CJPSYXBI_CDS_5176,0.007551921,0.9924481,1.0
CJPSYXBI_CDS_2947,0.015165616,0.98483443,1.0
CJPSYXBI_CDS_3541,0.009168665,0.9908313,1.0
CJPSYXBI_CDS_0826,0.47354567,0.5264544,1.0
CJPSYXBI_CDS_5857,0.15708473,0.8429153,1.0
CJPSYXBI_CDS_1458,0.010725641,0.9892743,1.0
CJPSYXBI_CDS_4551,0.008677208,0.99132276,1.0
CJPSYXBI_CDS_0998,0.010383257,0.98961675,1.0
CJPSYXBI_CDS_4265,0.006580096,0.99341995,1.0
CJPSYXBI_CDS_1296,0.0048405193,0.99515945,1.0
CJPSYXBI_CDS_5401,0.004473567,0.9955264,1.0
CJPSYXBI_CDS_5116,0.013517593,0.9864824,1.0
CJPSYXBI_CDS_0467,0.010622661,0.9893773,1.0
CJPSYXBI_CDS_2902,0.011951426,0.9880485,1.0
CJPSYXBI_CDS_5552,0.09095084,0.9090492,1.0
CJPSYXBI_CDS_1513,0.008574989,0.99142504,1.0
CJPSYXBI_CDS_1041,0.11770041,0.8822996,1.0
CJPSYXBI_CDS_3388,0.02459316,0.9754068,1.0
CJPSYXBI_CDS_3030,0.012239328,0.98776066,1.0
CJPSYXBI_CDS_3033,0.015155333,0.9848446,1.0
CJPSYXBI_CDS_0296,0.012673175,0.9873268,1.0
CJPSYXBI_CDS_1299,0.011171524,0.9888285,1.0
CJPSYXBI_CDS_4640,0.010293201,0.98970675,1.0
CJPSYXBI_CDS_4349,0.013155436,0.98684454,1.0
CJPSYXBI_CDS_3082,0.008662233,0.9913378,1.0
CJPSYXBI_CDS_5712,0.018101713,0.98189825,1.0
CJPSYXBI_CDS_2259,0.014359486,0.9856405,1.0
CJPSYXBI_CDS_2946,0.015105928,0.9848941,1.0
CJPSYXBI_CDS_3831,0.008348464,0.9916515,1.0
CJPSYXBI_CDS_5363,0.014328705,0.98567134,1.0
CJPSYXBI_CDS_0808,0.00917038,0.9908296,1.0
CJPSYXBI_CDS_0811,0.016096083,0.9839039,1.0
CJPSYXBI_CDS_5801,0.005391342,0.99460864,1.0
IWBGYANC_CDS_1278,0.13802844,0.86197156,1.0
IWBGYANC_CDS_2537,0.113524996,0.88647497,1.0
IWBGYANC_CDS_0709,0.013172346,0.9868276,1.0
IWBGYANC_CDS_3753,0.009459512,0.9905405,1.0
IWBGYANC_CDS_2325,0.006677095,0.9933229,1.0
IWBGYANC_CDS_4552,0.0069742464,0.9930258,1.0
IWBGYANC_CDS_1356,0.02753465,0.9724654,1.0
IWBGYANC_CDS_0763,0.008310656,0.9916893,1.0
IWBGYANC_CDS_0376,0.009621916,0.990378,1.0
IWBGYANC_CDS_2139,0.0098378705,0.99016213,1.0
IWBGYANC_CDS_1561,0.015535501,0.98446447,1.0
IWBGYANC_CDS_4245,0.007204537,0.9927954,1.0
IWBGYANC_CDS_2784,0.0037599925,0.99624,1.0
IWBGYANC_CDS_3545,0.01879208,0.98120797,1.0
IWBGYANC_CDS_3548,0.009514497,0.9904855,1.0
IWBGYANC_CDS_4712,0.019011514,0.98098844,1.0
IWBGYANC_CDS_0391,0.016066924,0.9839331,1.0
IWBGYANC_CDS_2232,0.10311462,0.89688534,1.0
IWBGYANC_CDS_2820,0.004853399,0.9951466,1.0
IWBGYANC_CDS_6479,0.039256223,0.9607437,1.0
IWBGYANC_CDS_7012,0.013727369,0.98627263,1.0
IWBGYANC_CDS_5262,0.009750132,0.99024993,1.0
IWBGYANC_CDS_4772,0.11687068,0.88312936,1.0
IWBGYANC_CDS_0413,0.0057599237,0.99424005,1.0
IWBGYANC_CDS_0416,0.00660976,0.9933902,1.0
IWBGYANC_CDS_1223,0.008147559,0.99185246,1.0
IWBGYANC_CDS_2866,0.042413373,0.9575866,1.0
IWBGYANC_CDS_7337,0.1105473,0.8894527,1.0
IWBGYANC_CDS_6512,0.11679906,0.88320094,1.0
IWBGYANC_CDS_0707,0.010143886,0.9898561,1.0
IWBGYANC_CDS_3485,0.030577937,0.9694221,1.0
IWBGYANC_CDS_3662,0.01586205,0.98413795,1.0
IWBGYANC_CDS_4868,0.017854808,0.9821452,1.0
IWBGYANC_CDS_4872,0.0061141956,0.9938858,1.0
IWBGYANC_CDS_1767,0.014387089,0.9856129,1.0
TGFLISYM_CDS_1847,0.0136729665,0.98632705,1.0
TGFLISYM_CDS_3479,0.019305283,0.9806948,1.0
TGFLISYM_CDS_6392,0.11109136,0.8889087,1.0
TGFLISYM_CDS_0614,0.005622094,0.9943779,1.0
TGFLISYM_CDS_0618,0.009907133,0.9900928,1.0
TGFLISYM_CDS_5776,0.032899246,0.9671008,1.0
TGFLISYM_CDS_0484,0.013037132,0.98696285,1.0
TGFLISYM_CDS_7046,0.020956306,0.9790437,1.0
TGFLISYM_CDS_5565,0.03224223,0.9677578,1.0
TGFLISYM_CDS_5602,0.42052665,0.5794734,1.0
TGFLISYM_CDS_4917,0.007346229,0.9926537,1.0
TGFLISYM_CDS_5784,0.011199608,0.9888004,1.0
TGFLISYM_CDS_0343,0.009792672,0.9902074,1.0
TGFLISYM_CDS_1867,0.013204829,0.98679525,1.0
TGFLISYM_CDS_6728,0.019951997,0.980048,1.0
TGFLISYM_CDS_5104,0.018571908,0.981428,1.0
TGFLISYM_CDS_2632,0.03655281,0.96344715,1.0
TGFLISYM_CDS_7367,0.010504802,0.9894952,1.0
TGFLISYM_CDS_5608,0.008185756,0.9918142,1.0
TGFLISYM_CDS_2394,0.049520254,0.95047975,1.0
TGFLISYM_CDS_0434,0.09246366,0.9075363,1.0
TGFLISYM_CDS_3196,0.0064364076,0.99356365,1.0
TGFLISYM_CDS_4779,0.44515628,0.5548437,1.0
TGFLISYM_CDS_2135,0.014851792,0.9851482,1.0
TGFLISYM_CDS_3005,0.4416419,0.55835813,1.0
TGFLISYM_CDS_6550,0.020681798,0.97931826,1.0
TGFLISYM_CDS_6553,0.013143266,0.98685676,1.0
TGFLISYM_CDS_7264,0.0070375726,0.9929624,1.0
UESGLBOS_CDS_4987,0.007348059,0.992652,1.0
UESGLBOS_CDS_3163,0.008613316,0.9913867,1.0
UESGLBOS_CDS_6203,0.0048419526,0.995158,1.0
UESGLBOS_CDS_0213,0.009509802,0.9904902,1.0
UESGLBOS_CDS_2169,0.44461083,0.55538917,1.0
UESGLBOS_CDS_3339,0.117228106,0.8827719,1.0
UESGLBOS_CDS_1426,0.117934845,0.8820651,1.0
UESGLBOS_CDS_0036,0.009857175,0.9901428,1.0
UESGLBOS_CDS_0039,0.019033754,0.9809662,1.0
UESGLBOS_CDS_5711,0.015263715,0.98473626,1.0
UESGLBOS_CDS_4571,0.017207446,0.98279256,1.0
UESGLBOS_CDS_4574,0.011520299,0.9884797,1.0
UESGLBOS_CDS_0832,0.012554842,0.9874451,1.0
UESGLBOS_CDS_0838,0.011135715,0.9888643,1.0
UESGLBOS_CDS_6586,0.0041102082,0.99588984,1.0
UESGLBOS_CDS_3030,0.0069673806,0.9930326,1.0
UESGLBOS_CDS_1445,0.022071445,0.9779286,1.0
UESGLBOS_CDS_1448,0.012393621,0.98760635,1.0
UESGLBOS_CDS_2502,0.010326194,0.98967385,1.0
UESGLBOS_CDS_5771,0.018124891,0.9818751,1.0
UESGLBOS_CDS_5773,0.03954244,0.9604576,1.0
UESGLBOS_CDS_3472,0.014310719,0.9856893,1.0
UESGLBOS_CDS_4434,0.008404136,0.9915959,1.0
UESGLBOS_CDS_1876,0.0076708887,0.99232906,1.0
UESGLBOS_CDS_3068,0.14109515,0.8589049,1.0
UESGLBOS_CDS_4045,0.022106336,0.9778937,1.0
UESGLBOS_CDS_5807,0.020943496,0.9790565,1.0
UESGLBOS_CDS_0468,0.007860107,0.9921399,1.0
UESGLBOS_CDS_4938,0.10176914,0.8982308,1.0
UESGLBOS_CDS_0929,0.005082573,0.9949174,1.0
UESGLBOS_CDS_6661,0.009010635,0.9909894,1.0
UESGLBOS_CDS_5245,0.00872573,0.9912743,1.0
UESGLBOS_CDS_3762,0.027949555,0.9720505,1.0
UESGLBOS_CDS_3966,0.022435417,0.97756463,1.0
GHVCRCNQ_CDS_1117,0.11120249,0.8887975,1.0
GHVCRCNQ_CDS_5777,0.06987422,0.9301258,1.0
GHVCRCNQ_CDS_6353,0.13848744,0.86151254,1.0
GHVCRCNQ_CDS_4131,0.01950176,0.9804983,1.0
GHVCRCNQ_CDS_0174,0.015026248,0.9849738,1.0
GHVCRCNQ_CDS_5938,0.019796427,0.9802036,1.0
GHVCRCNQ_CDS_2096,0.0070977756,0.9929022,1.0
GHVCRCNQ_CDS_2150,0.012283367,0.9877166,1.0
GHVCRCNQ_CDS_6648,0.020612193,0.97938776,1.0
GHVCRCNQ_CDS_6651,0.011005992,0.98899406,1.0
GHVCRCNQ_CDS_4562,0.01563807,0.9843619,1.0
GHVCRCNQ_CDS_0646,0.020081693,0.97991824,1.0
GHVCRCNQ_CDS_0252,0.012348912,0.9876511,1.0
GHVCRCNQ_CDS_0256,0.0037266961,0.9962733,1.0
GHVCRCNQ_CDS_4811,0.026497973,0.9735021,1.0
GHVCRCNQ_CDS_0956,0.11674297,0.88325703,1.0
GHVCRCNQ_CDS_2177,0.00425687,0.9957431,1.0
GHVCRCNQ_CDS_6675,0.06769608,0.93230397,1.0
GHVCRCNQ_CDS_6676,0.053426526,0.9465735,1.0
GHVCRCNQ_CDS_1780,0.0054922896,0.99450773,1.0
GHVCRCNQ_CDS_1783,0.016491763,0.9835082,1.0
GHVCRCNQ_CDS_4065,0.01340513,0.9865949,1.0
GHVCRCNQ_CDS_6232,0.028686553,0.9713135,1.0
GHVCRCNQ_CDS_5144,0.022715379,0.97728467,1.0
GHVCRCNQ_CDS_1172,0.11611176,0.8838883,1.0
GHVCRCNQ_CDS_6460,0.013145585,0.98685443,1.0
GHVCRCNQ_CDS_6025,0.0063141612,0.9936858,1.0
GHVCRCNQ_CDS_6028,0.008064666,0.9919354,1.0
GHVCRCNQ_CDS_2217,0.012010893,0.98798907,1.0
GHVCRCNQ_CDS_0566,0.26766613,0.73233384,1.0
GHVCRCNQ_CDS_0576,0.013096128,0.9869039,1.0
GHVCRCNQ_CDS_4078,0.019694734,0.9803052,1.0
GHVCRCNQ_CDS_3172,0.017109029,0.98289096,1.0
GHVCRCNQ_CDS_0348,0.0060807373,0.99391925,1.0
GHVCRCNQ_CDS_2781,0.013229356,0.98677063,1.0
GHVCRCNQ_CDS_4966,0.007084554,0.9929154,1.0
GHVCRCNQ_CDS_1463,0.006480559,0.9935195,1.0
GHVCRCNQ_CDS_2498,0.032383937,0.967616,1.0
GHVCRCNQ_CDS_2501,0.006438456,0.9935615,1.0
GHVCRCNQ_CDS_4699,0.02345758,0.9765425,1.0
GHVCRCNQ_CDS_3274,0.013071622,0.9869284,1.0
GHVCRCNQ_CDS_1364,0.005304133,0.99469584,1.0
GHVCRCNQ_CDS_1367,0.008602914,0.991397,1.0
VAYNLDIE_CDS_4842,0.012280046,0.98771995,1.0
VAYNLDIE_CDS_4448,0.0062475586,0.9937524,1.0
VAYNLDIE_CDS_5720,0.006858329,0.9931417,1.0
VAYNLDIE_CDS_5723,0.023118753,0.9768812,1.0
VAYNLDIE_CDS_6503,0.006380656,0.99361926,1.0
VAYNLDIE_CDS_6506,0.011842654,0.98815733,1.0
VAYNLDIE_CDS_6509,0.0086862985,0.99131376,1.0
VAYNLDIE_CDS_1931,0.010625758,0.9893742,1.0
VAYNLDIE_CDS_5499,0.007697653,0.9923023,1.0
VAYNLDIE_CDS_6238,0.0073263873,0.9926736,1.0
VAYNLDIE_CDS_6242,0.011088817,0.98891115,1.0
VAYNLDIE_CDS_1645,0.007485107,0.9925149,1.0
VAYNLDIE_CDS_1648,0.007886327,0.9921137,1.0
VAYNLDIE_CDS_2527,0.011452359,0.9885477,1.0
VAYNLDIE_CDS_1953,0.0055832495,0.9944167,1.0
VAYNLDIE_CDS_1464,0.009070106,0.9909299,1.0
VAYNLDIE_CDS_1470,0.01314473,0.9868552,1.0
VAYNLDIE_CDS_4510,0.008768597,0.9912314,1.0
VAYNLDIE_CDS_2210,0.011176203,0.98882383,1.0
VAYNLDIE_CDS_0355,0.023046859,0.97695315,1.0
VAYNLDIE_CDS_6630,0.01056819,0.98943186,1.0
VAYNLDIE_CDS_5326,0.012630538,0.9873695,1.0
VAYNLDIE_CDS_4366,0.007883537,0.9921165,1.0
VAYNLDIE_CDS_4004,0.4359904,0.56400955,1.0
VAYNLDIE_CDS_2955,0.010568196,0.98943186,1.0
VAYNLDIE_CDS_3829,0.013702083,0.98629797,1.0
VAYNLDIE_CDS_2058,0.009656481,0.9903436,1.0
VAYNLDIE_CDS_4011,0.04714524,0.9528547,1.0
VAYNLDIE_CDS_2372,0.0076803397,0.99231964,1.0
VAYNLDIE_CDS_2375,0.0072692377,0.9927308,1.0
VAYNLDIE_CDS_3039,0.21559666,0.78440326,1.0
EXHBQRHP_CDS_1123,0.030775605,0.9692244,1.0
EXHBQRHP_CDS_0266,0.008051307,0.9919487,1.0
EXHBQRHP_CDS_5207,0.008575272,0.9914247,1.0
EXHBQRHP_CDS_5530,0.03121725,0.9687827,1.0
EXHBQRHP_CDS_1184,0.00714514,0.9928549,1.0
EXHBQRHP_CDS_1414,0.004020978,0.99597895,1.0
EXHBQRHP_CDS_2815,0.013900915,0.9860991,1.0
EXHBQRHP_CDS_2818,0.009655948,0.99034405,1.0
EXHBQRHP_CDS_3760,0.010802244,0.9891978,1.0
EXHBQRHP_CDS_6101,0.008999928,0.9910001,1.0
EXHBQRHP_CDS_0108,0.019611893,0.98038805,1.0
EXHBQRHP_CDS_5810,0.012741985,0.987258,1.0
EXHBQRHP_CDS_4031,0.0070308186,0.9929692,1.0
EXHBQRHP_CDS_3774,0.016319798,0.9836802,1.0
EXHBQRHP_CDS_3777,0.010979204,0.98902076,1.0
EXHBQRHP_CDS_0128,0.38505694,0.6149431,1.0
EXHBQRHP_CDS_3563,0.0070996005,0.9929004,1.0
EXHBQRHP_CDS_3566,0.011431733,0.9885683,1.0
EXHBQRHP_CDS_4858,0.012412032,0.987588,1.0
EXHBQRHP_CDS_2161,0.0044237366,0.99557626,1.0
EXHBQRHP_CDS_5912,0.008009561,0.9919904,1.0
EXHBQRHP_CDS_5456,0.018998235,0.9810018,1.0
EXHBQRHP_CDS_2075,0.00989258,0.9901074,1.0
OACJQRCY_CDS_0001,0.007836496,0.9921634,1.0
OACJQRCY_CDS_4750,0.009119473,0.9908805,1.0
OACJQRCY_CDS_2252,0.0043034237,0.99569654,1.0
OACJQRCY_CDS_1558,0.10652036,0.89347965,1.0
OACJQRCY_CDS_2502,0.020264354,0.9797356,1.0
OACJQRCY_CDS_3013,0.014529968,0.98547006,1.0
OACJQRCY_CDS_4105,0.0067373365,0.9932627,1.0
OACJQRCY_CDS_1414,0.008403516,0.9915965,1.0
OACJQRCY_CDS_1417,0.026071241,0.97392875,1.0
OACJQRCY_CDS_0224,0.03388908,0.96611094,1.0
OACJQRCY_CDS_1116,0.062884964,0.9371151,1.0
OACJQRCY_CDS_1742,0.003975165,0.99602485,1.0
OACJQRCY_CDS_0486,0.18484288,0.8151572,1.0
OACJQRCY_CDS_5664,0.0043704067,0.99562955,1.0
OACJQRCY_CDS_1429,0.00928904,0.9907109,1.0
OACJQRCY_CDS_1432,0.027240613,0.97275937,1.0
OACJQRCY_CDS_2849,0.013288273,0.98671174,1.0
OACJQRCY_CDS_2852,0.0108811995,0.9891188,1.0
OACJQRCY_CDS_1132,0.008018166,0.9919818,1.0
OACJQRCY_CDS_4197,0.009321989,0.9906781,1.0
OACJQRCY_CDS_0152,0.017236128,0.9827639,1.0
OACJQRCY_CDS_1491,0.0046142307,0.9953858,1.0
OACJQRCY_CDS_2876,0.011194866,0.98880506,1.0
OACJQRCY_CDS_3527,0.17083049,0.82916945,1.0
OACJQRCY_CDS_5130,0.00712668,0.9928733,1.0
OACJQRCY_CDS_0571,0.0106458,0.98935425,1.0
OACJQRCY_CDS_3350,0.008312933,0.9916871,1.0
OACJQRCY_CDS_5311,0.022911735,0.97708833,1.0
OACJQRCY_CDS_3981,0.04490896,0.95509106,1.0
OACJQRCY_CDS_3984,0.005164702,0.99483526,1.0
OACJQRCY_CDS_3567,0.0061535025,0.9938465,1.0
BWNPYQWX_CDS_4341,0.009882244,0.9901177,1.0
BWNPYQWX_CDS_1202,0.00997228,0.9900277,1.0
BWNPYQWX_CDS_2305,0.0093643395,0.9906357,1.0
BWNPYQWX_CDS_2308,0.021286385,0.9787136,1.0
BWNPYQWX_CDS_6732,0.0051361136,0.9948639,1.0
BWNPYQWX_CDS_0445,0.021389838,0.97861016,1.0
BWNPYQWX_CDS_0446,0.013613776,0.9863862,1.0
BWNPYQWX_CDS_2508,0.012760696,0.9872393,1.0
BWNPYQWX_CDS_3725,0.046484698,0.9535153,1.0
BWNPYQWX_CDS_3322,0.046817444,0.9531826,1.0
BWNPYQWX_CDS_3325,0.01833658,0.98166335,1.0
BWNPYQWX_CDS_5481,0.009792592,0.9902074,1.0
BWNPYQWX_CDS_1214,0.014003509,0.98599654,1.0
BWNPYQWX_CDS_5764,0.010610315,0.9893897,1.0
BWNPYQWX_CDS_2512,0.010985134,0.9890148,1.0
BWNPYQWX_CDS_2515,0.009345298,0.99065465,1.0
BWNPYQWX_CDS_5912,0.015464953,0.9845351,1.0
BWNPYQWX_CDS_0310,0.011217979,0.988782,1.0
BWNPYQWX_CDS_0829,0.010278255,0.9897217,1.0
BWNPYQWX_CDS_6364,0.016940154,0.9830598,1.0
BWNPYQWX_CDS_0146,0.06843563,0.9315644,1.0
BWNPYQWX_CDS_1092,0.010122916,0.98987705,1.0
BWNPYQWX_CDS_2026,0.11060477,0.88939524,1.0
BWNPYQWX_CDS_6395,0.007916525,0.99208343,1.0
BWNPYQWX_CDS_5258,0.0102339955,0.98976594,1.0
BWNPYQWX_CDS_5315,0.38595924,0.6140408,1.0
BWNPYQWX_CDS_1099,0.016533146,0.9834668,1.0
BWNPYQWX_CDS_3398,0.005408736,0.9945912,1.0
BWNPYQWX_CDS_2944,0.0074280985,0.9925719,1.0
DCCQBYKU_CDS_0080,0.007920949,0.9920791,1.0
DCCQBYKU_CDS_6658,0.006181367,0.9938186,1.0
DCCQBYKU_CDS_0819,0.0102883205,0.98971164,1.0
DCCQBYKU_CDS_2556,0.013510995,0.986489,1.0
DCCQBYKU_CDS_7123,0.015172852,0.98482716,1.0
DCCQBYKU_CDS_4796,0.010966505,0.98903346,1.0
DCCQBYKU_CDS_4490,0.011784916,0.9882151,1.0
DCCQBYKU_CDS_0088,0.01889721,0.98110276,1.0
DCCQBYKU_CDS_4870,0.13420755,0.8657925,1.0
DCCQBYKU_CDS_6847,0.011012991,0.988987,1.0
DCCQBYKU_CDS_4581,0.00965618,0.9903438,1.0
DCCQBYKU_CDS_2964,0.008000515,0.99199957,1.0
DCCQBYKU_CDS_6582,0.054489523,0.9455105,1.0
DCCQBYKU_CDS_3719,0.06637115,0.9336288,1.0
DCCQBYKU_CDS_4797,0.021813085,0.9781869,1.0
DCCQBYKU_CDS_4122,0.011072553,0.9889275,1.0
DCCQBYKU_CDS_6349,0.01914505,0.9808549,1.0
DCCQBYKU_CDS_2093,0.020282408,0.9797177,1.0
DCCQBYKU_CDS_4371,0.0075949533,0.992405,1.0
DCCQBYKU_CDS_2671,0.018079523,0.98192054,1.0
DCCQBYKU_CDS_6144,0.017140642,0.9828593,1.0
DCCQBYKU_CDS_1841,0.006983648,0.99301636,1.0
DCCQBYKU_CDS_1327,0.024873711,0.9751263,1.0
DCCQBYKU_CDS_1334,0.014179298,0.9858208,1.0
DCCQBYKU_CDS_4139,0.007404178,0.99259585,1.0
DCCQBYKU_CDS_6421,0.013412149,0.9865878,1.0
DCCQBYKU_CDS_4902,0.15673888,0.8432611,1.0
DCCQBYKU_CDS_6967,0.011226641,0.9887734,1.0
DCCQBYKU_CDS_5927,0.009063919,0.9909361,1.0
DCCQBYKU_CDS_3112,0.06562478,0.9343752,1.0
DCCQBYKU_CDS_1609,0.034749273,0.96525073,1.0
DCCQBYKU_CDS_5223,0.010699853,0.98930013,1.0
DCCQBYKU_CDS_6785,0.011774291,0.9882257,1.0
DCCQBYKU_CDS_1949,0.01875732,0.98124266,1.0
DCCQBYKU_CDS_2862,0.010258372,0.9897417,1.0
DCCQBYKU_CDS_7040,0.010507384,0.98949265,1.0
DCCQBYKU_CDS_3659,0.009515311,0.9904847,1.0
CLLOLERL_CDS_6164,0.01152714,0.9884729,1.0
CLLOLERL_CDS_1053,0.011425651,0.9885744,1.0
CLLOLERL_CDS_7005,0.022488374,0.97751164,1.0
CLLOLERL_CDS_7008,0.009411078,0.9905889,1.0
CLLOLERL_CDS_4420,0.029287212,0.97071284,1.0
CLLOLERL_CDS_4469,0.010687715,0.98931223,1.0
CLLOLERL_CDS_4470,0.1079767,0.8920233,1.0
CLLOLERL_CDS_4479,0.057333622,0.94266635,1.0
CLLOLERL_CDS_4480,0.10648679,0.89351326,1.0
CLLOLERL_CDS_1805,0.0065215942,0.9934784,1.0
CLLOLERL_CDS_5591,0.007429037,0.99257094,1.0
CLLOLERL_CDS_6714,0.020404445,0.9795956,1.0
CLLOLERL_CDS_0095,0.012998596,0.9870014,1.0
CLLOLERL_CDS_2895,0.023027308,0.9769727,1.0
CLLOLERL_CDS_3532,0.0097287875,0.9902712,1.0
CLLOLERL_CDS_3160,0.28248468,0.71751535,1.0
CLLOLERL_CDS_1110,0.019562967,0.980437,1.0
CLLOLERL_CDS_7154,0.02101017,0.9789898,1.0
CLLOLERL_CDS_0740,0.0094244415,0.99057555,1.0
CLLOLERL_CDS_0743,0.018805623,0.9811943,1.0
CLLOLERL_CDS_3312,0.15191345,0.84808654,1.0
CLLOLERL_CDS_1865,0.008660456,0.9913395,1.0
CLLOLERL_CDS_1473,0.009686926,0.99031305,1.0
CLLOLERL_CDS_1476,0.049439635,0.9505604,1.0
CLLOLERL_CDS_5229,0.011128398,0.98887163,1.0
CLLOLERL_CDS_5232,0.018018572,0.98198146,1.0
CLLOLERL_CDS_0961,0.0042239414,0.9957761,1.0
CLLOLERL_CDS_3186,0.16868533,0.8313146,1.0
CLLOLERL_CDS_7237,0.004547834,0.9954522,1.0
CLLOLERL_CDS_7240,0.014267468,0.9857325,1.0
CLLOLERL_CDS_5088,0.0094093485,0.99059063,1.0
CLLOLERL_CDS_6618,0.02545284,0.9745472,1.0
CLLOLERL_CDS_4591,0.009376738,0.9906233,1.0
CLLOLERL_CDS_1009,0.009896924,0.9901031,1.0
GBOZIILI_CDS_0017,0.0095651625,0.9904349,1.0
GBOZIILI_CDS_4468,0.01126992,0.98873,1.0
GBOZIILI_CDS_0241,0.01701295,0.98298705,1.0
GBOZIILI_CDS_0244,0.013583396,0.9864166,1.0
GBOZIILI_CDS_2615,0.006861646,0.9931384,1.0
GBOZIILI_CDS_3658,0.083190985,0.916809,1.0
GBOZIILI_CDS_1856,0.44921884,0.55078113,1.0
GBOZIILI_CDS_2250,0.015234466,0.9847655,1.0
GBOZIILI_CDS_3469,0.29980963,0.70019037,1.0
GBOZIILI_CDS_6652,0.008046684,0.9919533,1.0
GBOZIILI_CDS_6655,0.06107069,0.93892926,1.0
