protein_name,preds,score
CQVOUPRT_CDS_3661,1,0.990746259689331
CQVOUPRT_CDS_3663,1,0.9944252967834473
CQVOUPRT_CDS_5801,1,0.9864592552185059
CQVOUPRT_CDS_4679,1,0.9991210103034973
CQVOUPRT_CDS_2462,1,0.9990419745445251
CQVOUPRT_CDS_3238,1,0.9986369013786316
CQVOUPRT_CDS_5404,1,0.9991199374198914
CQVOUPRT_CDS_2090,1,0.9981118440628052
CQVOUPRT_CDS_0462,1,0.999242901802063
CQVOUPRT_CDS_6083,1,0.9931047558784485
CQVOUPRT_CDS_3974,1,0.998910665512085
CQVOUPRT_CDS_1575,1,0.9969940185546875
CQVOUPRT_CDS_1578,1,0.9982553124427795
CQVOUPRT_CDS_1094,1,0.9982931017875671
CQVOUPRT_CDS_5651,1,0.9960789084434509
CQVOUPRT_CDS_2273,1,0.987656831741333
CQVOUPRT_CDS_2275,1,0.9926913380622864
CQVOUPRT_CDS_6204,1,0.9892324209213257
CQVOUPRT_CDS_4310,1,0.9975804090499878
CQVOUPRT_CDS_4311,1,0.9898273944854736
CQVOUPRT_CDS_4312,1,0.9970458149909973
CQVOUPRT_CDS_4313,1,0.9943349957466125
CQVOUPRT_CDS_5100,1,0.9973701238632202
CQVOUPRT_CDS_1864,1,0.9976676106452942
CQVOUPRT_CDS_1865,1,0.9973915815353394
CQVOUPRT_CDS_1171,1,0.9959477782249451
CQVOUPRT_CDS_1175,1,0.9942208528518677
CQVOUPRT_CDS_4741,1,0.9403442740440369
CQVOUPRT_CDS_0965,1,0.9959172606468201
CQVOUPRT_CDS_6462,1,0.9904802441596985
CQVOUPRT_CDS_3355,1,0.9939730763435364
CQVOUPRT_CDS_4411,1,0.9989981055259705
CQVOUPRT_CDS_2181,1,0.6392607092857361
CQVOUPRT_CDS_2184,1,0.9943208694458008
CQVOUPRT_CDS_2964,1,0.9904255270957947
CQVOUPRT_CDS_6085,1,0.9987549781799316
CQVOUPRT_CDS_0256,1,0.8011748194694519
CQVOUPRT_CDS_0257,1,0.8146727085113525
CQVOUPRT_CDS_1643,1,0.9816283583641052
CQVOUPRT_CDS_3601,1,0.9986901879310608
CQVOUPRT_CDS_5658,1,0.9990361928939819
CQVOUPRT_CDS_4617,1,0.9983855485916138
CQVOUPRT_CDS_6211,1,0.9886825084686279
CQVOUPRT_CDS_5190,1,0.9945570230484009
CQVOUPRT_CDS_0384,1,0.992294430732727
CQVOUPRT_CDS_0385,1,0.9949871301651001
CQVOUPRT_CDS_0386,1,0.9956417083740234
CQVOUPRT_CDS_2003,1,0.9988018274307251
CQVOUPRT_CDS_2781,1,0.9953692555427551
CQVOUPRT_CDS_1253,1,0.9725832343101501
CQVOUPRT_CDS_1410,1,0.9992498755455017
VZBQPXLH_CDS_4829,1,0.997326135635376
VZBQPXLH_CDS_2139,1,0.9952147006988525
VZBQPXLH_CDS_2802,1,0.9974960684776306
VZBQPXLH_CDS_2803,1,0.9925135970115662
VZBQPXLH_CDS_2804,1,0.9973721504211426
VZBQPXLH_CDS_4062,1,0.9959476590156555
VZBQPXLH_CDS_0272,1,0.9986353516578674
VZBQPXLH_CDS_6071,1,0.9876387119293213
VZBQPXLH_CDS_1868,1,0.9944181442260742
VZBQPXLH_CDS_1869,1,0.9972741007804871
VZBQPXLH_CDS_3119,1,0.997532844543457
VZBQPXLH_CDS_0114,1,0.9973493814468384
VZBQPXLH_CDS_4885,1,0.973999559879303
VZBQPXLH_CDS_2198,1,0.9990047812461853
VZBQPXLH_CDS_3327,1,0.9852865934371948
VZBQPXLH_CDS_5871,1,0.9946111440658569
VZBQPXLH_CDS_5873,1,0.9949302077293396
VZBQPXLH_CDS_0643,1,0.9958270192146301
VZBQPXLH_CDS_6462,1,0.9958535432815552
VZBQPXLH_CDS_5335,1,0.9976146221160889
VZBQPXLH_CDS_2472,1,0.994392454624176
VZBQPXLH_CDS_1094,1,0.9972080588340759
VZBQPXLH_CDS_0899,1,0.8959917426109314
VZBQPXLH_CDS_3203,1,0.9937909245491028
VZBQPXLH_CDS_3205,1,0.997748076915741
VZBQPXLH_CDS_3206,1,0.9985867738723755
VZBQPXLH_CDS_1653,1,0.9971790313720703
VZBQPXLH_CDS_0456,1,0.997627317905426
VZBQPXLH_CDS_6288,1,0.9951624274253845
VZBQPXLH_CDS_6289,1,0.9982372522354126
VZBQPXLH_CDS_0998,1,0.9953672885894775
VZBQPXLH_CDS_0999,1,0.908295750617981
VZBQPXLH_CDS_1000,1,0.996141254901886
VZBQPXLH_CDS_3463,1,0.9986482262611389
VZBQPXLH_CDS_4523,1,0.9977667331695557
VZBQPXLH_CDS_4149,1,0.9990653395652771
VZBQPXLH_CDS_0286,1,0.9948581457138062
VZBQPXLH_CDS_1517,1,0.7225824594497681
VZBQPXLH_CDS_2492,1,0.9967819452285767
VZBQPXLH_CDS_6201,1,0.9965388774871826
VZBQPXLH_CDS_4735,1,0.9932700991630554
VZBQPXLH_CDS_4737,1,0.9978072047233582
VZBQPXLH_CDS_6702,1,0.9990062117576599
VZBQPXLH_CDS_5667,1,0.9992497563362122
VZBQPXLH_CDS_4389,1,0.9940319657325745
VZBQPXLH_CDS_4390,1,0.9890221357345581
VZBQPXLH_CDS_4391,1,0.998496413230896
VZBQPXLH_CDS_5017,1,0.9971858859062195
VZBQPXLH_CDS_5020,1,0.9796566367149353
VZBQPXLH_CDS_1469,1,0.9990496039390564
VZBQPXLH_CDS_2323,1,0.9987130165100098
VZBQPXLH_CDS_1001,1,0.998439371585846
VZBQPXLH_CDS_5947,1,0.9986112117767334
VZBQPXLH_CDS_5950,1,0.9986055493354797
VZBQPXLH_CDS_1834,1,0.995810866355896
VZBQPXLH_CDS_1836,1,0.9931740164756775
VZBQPXLH_CDS_3062,1,0.9986675977706909
VZBQPXLH_CDS_2560,1,0.9978345036506653
VZBQPXLH_CDS_4807,1,0.9959676265716553
VZBQPXLH_CDS_0929,1,0.9988104104995728
VZBQPXLH_CDS_2027,1,0.9950879216194153
VZBQPXLH_CDS_2028,1,0.9894092082977295
VZBQPXLH_CDS_6805,1,0.9069939255714417
VZBQPXLH_CDS_6806,1,0.990012526512146
VZBQPXLH_CDS_1756,1,0.9914884567260742
VZBQPXLH_CDS_0587,1,0.9972473978996277
VZBQPXLH_CDS_0588,1,0.7723903059959412
VZBQPXLH_CDS_4023,1,0.9923639297485352
VZBQPXLH_CDS_4025,1,0.9683492183685303
VZBQPXLH_CDS_5097,1,0.9990817308425903
VZBQPXLH_CDS_0177,1,0.9986750483512878
VZBQPXLH_CDS_3551,1,0.9894393086433411
VZBQPXLH_CDS_3557,1,0.998261034488678
VZBQPXLH_CDS_6027,1,0.9973896145820618
VZBQPXLH_CDS_6030,1,0.9960254430770874
VZBQPXLH_CDS_4704,1,0.9907857179641724
VZBQPXLH_CDS_4705,1,0.9941650032997131
VZBQPXLH_CDS_4285,1,0.9990859031677246
VZBQPXLH_CDS_4315,1,0.9931440353393555
VZBQPXLH_CDS_2592,1,0.9991039633750916
VZBQPXLH_CDS_1169,1,0.9988000392913818
VZBQPXLH_CDS_1170,1,0.9878950119018555
VZBQPXLH_CDS_1171,1,0.9976140260696411
NBTTPRHC_CDS_6750,1,0.9977664947509766
NBTTPRHC_CDS_3795,1,0.8963289260864258
NBTTPRHC_CDS_4864,1,0.9982567429542542
NBTTPRHC_CDS_3466,1,0.9965458512306213
NBTTPRHC_CDS_0366,1,0.9976689219474792
NBTTPRHC_CDS_5556,1,0.9972921013832092
NBTTPRHC_CDS_2054,1,0.9988753199577332
NBTTPRHC_CDS_4111,1,0.9920873045921326
NBTTPRHC_CDS_1076,1,0.9840495586395264
NBTTPRHC_CDS_1077,1,0.9447856545448303
NBTTPRHC_CDS_1082,1,0.9951276779174805
NBTTPRHC_CDS_2604,1,0.9955968260765076
NBTTPRHC_CDS_2605,1,0.9964072108268738
NBTTPRHC_CDS_7103,1,0.9930700659751892
NBTTPRHC_CDS_7106,1,0.9976602792739868
NBTTPRHC_CDS_3648,1,0.9989744424819946
NBTTPRHC_CDS_0665,1,0.9897720217704773
NBTTPRHC_CDS_1772,1,0.9989739656448364
NBTTPRHC_CDS_6831,1,0.9810272455215454
NBTTPRHC_CDS_5357,1,0.9858647584915161
NBTTPRHC_CDS_1390,1,0.969972550868988
NBTTPRHC_CDS_3952,1,0.9989715814590454
NBTTPRHC_CDS_4899,1,0.9974117875099182
NBTTPRHC_CDS_2339,1,0.9990493655204773
NBTTPRHC_CDS_0870,1,0.9991564750671387
NBTTPRHC_CDS_3470,1,0.9904705286026001
NBTTPRHC_CDS_6980,1,0.9852721691131592
NBTTPRHC_CDS_0497,1,0.9989569187164307
NBTTPRHC_CDS_1522,1,0.9981208443641663
NBTTPRHC_CDS_6560,1,0.9631860852241516
NBTTPRHC_CDS_3269,1,0.9898123145103455
NBTTPRHC_CDS_3272,1,0.9968559741973877
NBTTPRHC_CDS_0133,1,0.9957168698310852
NBTTPRHC_CDS_2816,1,0.9668871164321899
NBTTPRHC_CDS_1421,1,0.9988921284675598
NBTTPRHC_CDS_1422,1,0.9983862638473511
NBTTPRHC_CDS_1425,1,0.9980494976043701
NBTTPRHC_CDS_3960,1,0.9990264177322388
NBTTPRHC_CDS_4947,1,0.998894989490509
NBTTPRHC_CDS_2420,1,0.9969779253005981
NBTTPRHC_CDS_7016,1,0.972633957862854
NBTTPRHC_CDS_0503,1,0.9938715696334839
NBTTPRHC_CDS_0504,1,0.9775025248527527
NBTTPRHC_CDS_3007,1,0.9990416169166565
NBTTPRHC_CDS_4209,1,0.9991311430931091
NBTTPRHC_CDS_1208,1,0.9964379072189331
NBTTPRHC_CDS_1210,1,0.9977931976318359
NBTTPRHC_CDS_7244,1,0.9938979744911194
NBTTPRHC_CDS_6158,1,0.9692847728729248
NBTTPRHC_CDS_0767,1,0.9928553700447083
NBTTPRHC_CDS_3283,1,0.9841879606246948
NBTTPRHC_CDS_3297,1,0.9890238046646118
NBTTPRHC_CDS_6868,1,0.9879530072212219
NBTTPRHC_CDS_4400,1,0.9978272318840027
NBTTPRHC_CDS_4403,1,0.9944698810577393
NBTTPRHC_CDS_0200,1,0.9846732020378113
NBTTPRHC_CDS_0206,1,0.9919582605361938
NBTTPRHC_CDS_2845,1,0.998860239982605
NBTTPRHC_CDS_4985,1,0.9961547255516052
NBTTPRHC_CDS_2469,1,0.9986048340797424
NBTTPRHC_CDS_2471,1,0.9779605269432068
NBTTPRHC_CDS_7021,1,0.9951596856117249
NBTTPRHC_CDS_7023,1,0.9974943399429321
NBTTPRHC_CDS_4531,1,0.9987504482269287
NBTTPRHC_CDS_4534,1,0.9952213168144226
NBTTPRHC_CDS_4535,1,0.9985363483428955
NBTTPRHC_CDS_5753,1,0.9885863661766052
NBTTPRHC_CDS_5754,1,0.9866004586219788
NBTTPRHC_CDS_5764,1,0.9588408470153809
NBTTPRHC_CDS_5767,1,0.647590696811676
NBTTPRHC_CDS_2156,1,0.9946185350418091
NBTTPRHC_CDS_1674,1,0.7028250098228455
NBTTPRHC_CDS_1675,1,0.9954838752746582
NBTTPRHC_CDS_6716,1,0.9989737272262573
NBTTPRHC_CDS_4838,1,0.9975737929344177
NBTTPRHC_CDS_3447,1,0.9990271329879761
NBTTPRHC_CDS_5453,1,0.9964765906333923
NBTTPRHC_CDS_5457,1,0.9977344274520874
NBTTPRHC_CDS_5458,1,0.992936909198761
NBTTPRHC_CDS_0287,1,0.9989894032478333
NBTTPRHC_CDS_1916,1,0.9959110021591187
NBTTPRHC_CDS_4100,1,0.9967136383056641
NBTTPRHC_CDS_4105,1,0.9944646954536438
NBTTPRHC_CDS_6538,1,0.9959548711776733
NBTTPRHC_CDS_6539,1,0.998879611492157
NBTTPRHC_CDS_1071,1,0.9834416508674622
NBTTPRHC_CDS_7092,1,0.988538920879364
NBTTPRHC_CDS_3625,1,0.9438756704330444
NBTTPRHC_CDS_3636,1,0.9717724323272705
NBTTPRHC_CDS_3639,1,0.995904266834259
NBTTPRHC_CDS_4606,1,0.9903057813644409
NBTTPRHC_CDS_6021,1,0.9989684820175171
NBTTPRHC_CDS_1733,1,0.9854341745376587
NBTTPRHC_CDS_4279,1,0.9953579306602478
NBTTPRHC_CDS_4292,1,0.9965883493423462
JKSBEHQH_CDS_0004,1,0.9960481524467468
JKSBEHQH_CDS_2708,1,0.9891514778137207
JKSBEHQH_CDS_3697,1,0.9901911020278931
JKSBEHQH_CDS_3710,1,0.9970665574073792
JKSBEHQH_CDS_4374,1,0.9979754090309143
JKSBEHQH_CDS_1620,1,0.996336817741394
JKSBEHQH_CDS_1621,1,0.9949119687080383
JKSBEHQH_CDS_1153,1,0.9657132029533386
JKSBEHQH_CDS_3871,1,0.9982847571372986
JKSBEHQH_CDS_5107,1,0.9991138577461243
JKSBEHQH_CDS_6697,1,0.9891162514686584
JKSBEHQH_CDS_6698,1,0.998035728931427
JKSBEHQH_CDS_1906,1,0.9954732060432434
JKSBEHQH_CDS_0516,1,0.9681210517883301
JKSBEHQH_CDS_0518,1,0.9947358965873718
JKSBEHQH_CDS_3079,1,0.9967305660247803
JKSBEHQH_CDS_4077,1,0.9978439807891846
JKSBEHQH_CDS_4078,1,0.999113142490387
JKSBEHQH_CDS_0134,1,0.9973684549331665
JKSBEHQH_CDS_0136,1,0.996782660484314
JKSBEHQH_CDS_0137,1,0.9952054023742676
JKSBEHQH_CDS_2714,1,0.9952119588851929
JKSBEHQH_CDS_2715,1,0.9813963770866394
JKSBEHQH_CDS_3741,1,0.9942293167114258
JKSBEHQH_CDS_2211,1,0.9974402189254761
JKSBEHQH_CDS_2212,1,0.9894416332244873
JKSBEHQH_CDS_3353,1,0.9990664124488831
JKSBEHQH_CDS_4411,1,0.9968174695968628
JKSBEHQH_CDS_4412,1,0.9987271428108215
JKSBEHQH_CDS_4413,1,0.7471091747283936
JKSBEHQH_CDS_0357,1,0.9986920952796936
JKSBEHQH_CDS_1634,1,0.983735978603363
JKSBEHQH_CDS_3916,1,0.9861879944801331
JKSBEHQH_CDS_3918,1,0.9937753677368164
JKSBEHQH_CDS_0812,1,0.9981480836868286
JKSBEHQH_CDS_2557,1,0.9974814057350159
JKSBEHQH_CDS_5672,1,0.9899341464042664
JKSBEHQH_CDS_2053,1,0.9978674650192261
JKSBEHQH_CDS_2073,1,0.9894798398017883
JKSBEHQH_CDS_3080,1,0.992174506187439
JKSBEHQH_CDS_3082,1,0.9971691966056824
JKSBEHQH_CDS_4246,1,0.9901906251907349
JKSBEHQH_CDS_4247,1,0.9776907563209534
JKSBEHQH_CDS_6418,1,0.9948282837867737
JKSBEHQH_CDS_5320,1,0.9969025254249573
JKSBEHQH_CDS_0144,1,0.9988824725151062
JKSBEHQH_CDS_2749,1,0.9987775683403015
JKSBEHQH_CDS_3789,1,0.9928130507469177
JKSBEHQH_CDS_3790,1,0.9976844787597656
JKSBEHQH_CDS_3791,1,0.9949113726615906
JKSBEHQH_CDS_2292,1,0.9989124536514282
JKSBEHQH_CDS_0779,1,0.9973928928375244
JKSBEHQH_CDS_5496,1,0.9990679621696472
JKSBEHQH_CDS_0372,1,0.9966230392456055
JKSBEHQH_CDS_0374,1,0.9979799389839172
JKSBEHQH_CDS_2911,1,0.999239444732666
JKSBEHQH_CDS_3977,1,0.9966656565666199
JKSBEHQH_CDS_6252,1,0.8433741331100464
JKSBEHQH_CDS_5241,1,0.9968181848526001
JKSBEHQH_CDS_5243,1,0.9923702478408813
JKSBEHQH_CDS_4750,1,0.9915974736213684
JKSBEHQH_CDS_4751,1,0.9790245294570923
JKSBEHQH_CDS_6475,1,0.5535295605659485
JKSBEHQH_CDS_6476,1,0.9945418238639832
JKSBEHQH_CDS_6477,1,0.9974269270896912
JKSBEHQH_CDS_0159,1,0.9825943112373352
JKSBEHQH_CDS_0161,1,0.9957893490791321
JKSBEHQH_CDS_5383,1,0.9583294987678528
JKSBEHQH_CDS_3828,1,0.9969493746757507
JKSBEHQH_CDS_3830,1,0.9961308240890503
JKSBEHQH_CDS_6064,1,0.9971253275871277
JKSBEHQH_CDS_6069,1,0.9967548251152039
JKSBEHQH_CDS_3439,1,0.997660756111145
JKSBEHQH_CDS_3442,1,0.9984480142593384
JKSBEHQH_CDS_4571,1,0.9940840601921082
JKSBEHQH_CDS_5509,1,0.9988046884536743
JKSBEHQH_CDS_3979,1,0.9824317097663879
JKSBEHQH_CDS_6298,1,0.9960172772407532
JKSBEHQH_CDS_2626,1,0.9956513047218323
JKSBEHQH_CDS_3588,1,0.9937951564788818
JKSBEHQH_CDS_3590,1,0.9955427050590515
JKSBEHQH_CDS_4830,1,0.9989979863166809
JKSBEHQH_CDS_5870,1,0.9476358294487
JKSBEHQH_CDS_2174,1,0.9943133592605591
JKSBEHQH_CDS_0708,1,0.990149736404419
JKSBEHQH_CDS_3138,1,0.991412878036499
JKSBEHQH_CDS_6496,1,0.9981715679168701
JKSBEHQH_CDS_1128,1,0.997918426990509
JKSBEHQH_CDS_3839,1,0.9818150401115417
JKSBEHQH_CDS_3841,1,0.9991549253463745
JKSBEHQH_CDS_6194,1,0.9990799427032471
JKSBEHQH_CDS_5076,1,0.9955512285232544
JKSBEHQH_CDS_2445,1,0.99895179271698
JKSBEHQH_CDS_6685,1,0.9947546720504761
JKSBEHQH_CDS_4638,1,0.9989866614341736
JKSBEHQH_CDS_4659,1,0.969704270362854
JKSBEHQH_CDS_1903,1,0.9948636889457703
JKSBEHQH_CDS_1368,1,0.9964963793754578
JKSBEHQH_CDS_1371,1,0.9969180822372437
JKSBEHQH_CDS_4003,1,0.9987378716468811
CJPSYXBI_CDS_5464,1,0.9986333250999451
CJPSYXBI_CDS_4537,1,0.9967483282089233
CJPSYXBI_CDS_2361,1,0.9982098340988159
CJPSYXBI_CDS_5176,1,0.9987323880195618
CJPSYXBI_CDS_2947,1,0.9968427419662476
CJPSYXBI_CDS_4745,1,0.9988700747489929
CJPSYXBI_CDS_1693,1,0.9990078806877136
CJPSYXBI_CDS_2736,1,0.9990333318710327
CJPSYXBI_CDS_1238,1,0.99924635887146
CJPSYXBI_CDS_3541,1,0.9974652528762817
CJPSYXBI_CDS_0823,1,0.9961095452308655
CJPSYXBI_CDS_2129,1,0.9983270764350891
CJPSYXBI_CDS_5855,1,0.996551513671875
CJPSYXBI_CDS_0373,1,0.9977341890335083
CJPSYXBI_CDS_0374,1,0.9889236092567444
CJPSYXBI_CDS_1458,1,0.9989546537399292
CJPSYXBI_CDS_5515,1,0.9982751607894897
CJPSYXBI_CDS_4551,1,0.9973491430282593
CJPSYXBI_CDS_0998,1,0.9969795942306519
CJPSYXBI_CDS_1000,1,0.9618579149246216
CJPSYXBI_CDS_5204,1,0.9925876259803772
CJPSYXBI_CDS_5206,1,0.9689534902572632
CJPSYXBI_CDS_4265,1,0.9987672567367554
CJPSYXBI_CDS_2051,1,0.994300365447998
CJPSYXBI_CDS_2052,1,0.9910094738006592
CJPSYXBI_CDS_3019,1,0.9973378777503967
CJPSYXBI_CDS_1296,1,0.9986724853515625
CJPSYXBI_CDS_5401,1,0.9987095594406128
CJPSYXBI_CDS_5105,1,0.9966232776641846
CJPSYXBI_CDS_5116,1,0.9980987906455994
CJPSYXBI_CDS_1923,1,0.9980098605155945
CJPSYXBI_CDS_0467,1,0.9975152015686035
CJPSYXBI_CDS_0468,1,0.998166024684906
CJPSYXBI_CDS_2900,1,0.9978766441345215
CJPSYXBI_CDS_2901,1,0.9976587295532227
CJPSYXBI_CDS_2902,1,0.9983612895011902
CJPSYXBI_CDS_2903,1,0.9982455968856812
CJPSYXBI_CDS_5554,1,0.9961405396461487
CJPSYXBI_CDS_1513,1,0.9954450130462646
CJPSYXBI_CDS_1516,1,0.9976314306259155
CJPSYXBI_CDS_1517,1,0.9974039196968079
CJPSYXBI_CDS_1043,1,0.9960169196128845
CJPSYXBI_CDS_5234,1,0.9964091181755066
CJPSYXBI_CDS_3030,1,0.9918730854988098
CJPSYXBI_CDS_3033,1,0.9911105632781982
CJPSYXBI_CDS_3932,1,0.9992724061012268
CJPSYXBI_CDS_0296,1,0.9989957213401794
CJPSYXBI_CDS_1810,1,0.99842369556427
CJPSYXBI_CDS_3575,1,0.9991173148155212
CJPSYXBI_CDS_1299,1,0.9990946054458618
CJPSYXBI_CDS_3222,1,0.9973047971725464
CJPSYXBI_CDS_4131,1,0.9654175639152527
CJPSYXBI_CDS_3746,1,0.9684467315673828
CJPSYXBI_CDS_0133,1,0.9935500025749207
CJPSYXBI_CDS_0134,1,0.9955980181694031
CJPSYXBI_CDS_4640,1,0.9932137727737427
CJPSYXBI_CDS_3468,1,0.9990604519844055
CJPSYXBI_CDS_4349,1,0.9988479614257812
CJPSYXBI_CDS_3082,1,0.9991562366485596
CJPSYXBI_CDS_4024,1,0.9968229532241821
CJPSYXBI_CDS_2784,1,0.9962735176086426
CJPSYXBI_CDS_2785,1,0.9946420192718506
CJPSYXBI_CDS_2786,1,0.9930157661437988
CJPSYXBI_CDS_2259,1,0.9985576272010803
CJPSYXBI_CDS_2260,1,0.9891561269760132
CJPSYXBI_CDS_2261,1,0.9971820116043091
CJPSYXBI_CDS_5994,1,0.9972656965255737
CJPSYXBI_CDS_5995,1,0.996421217918396
CJPSYXBI_CDS_3248,1,0.9989933371543884
CJPSYXBI_CDS_2945,1,0.9980668425559998
CJPSYXBI_CDS_2946,1,0.9967988729476929
CJPSYXBI_CDS_3831,1,0.996931791305542
CJPSYXBI_CDS_3832,1,0.9983972907066345
CJPSYXBI_CDS_4653,1,0.9884352684020996
CJPSYXBI_CDS_4655,1,0.9946362376213074
CJPSYXBI_CDS_4656,1,0.9844256639480591
CJPSYXBI_CDS_2618,1,0.7084378004074097
CJPSYXBI_CDS_2619,1,0.9960493445396423
CJPSYXBI_CDS_0808,1,0.9931166172027588
CJPSYXBI_CDS_0811,1,0.9965130686759949
CJPSYXBI_CDS_5799,1,0.9957940578460693
CJPSYXBI_CDS_5801,1,0.998813271522522
IWBGYANC_CDS_6946,1,0.7117719054222107
IWBGYANC_CDS_3881,1,0.5104604959487915
IWBGYANC_CDS_3882,1,0.9480300545692444
IWBGYANC_CDS_3884,1,0.9801181554794312
IWBGYANC_CDS_2535,1,0.9964554309844971
IWBGYANC_CDS_0709,1,0.9972109198570251
IWBGYANC_CDS_3492,1,0.9906491637229919
IWBGYANC_CDS_3493,1,0.9965851306915283
IWBGYANC_CDS_3753,1,0.9984090924263
IWBGYANC_CDS_6267,1,0.9595099687576294
IWBGYANC_CDS_2325,1,0.9982267022132874
IWBGYANC_CDS_3302,1,0.9933381080627441
IWBGYANC_CDS_3304,1,0.9716295003890991
IWBGYANC_CDS_4552,1,0.9982450008392334
IWBGYANC_CDS_1847,1,0.9989114999771118
IWBGYANC_CDS_1356,1,0.9969679713249207
IWBGYANC_CDS_1357,1,0.993956446647644
IWBGYANC_CDS_1358,1,0.9902841448783875
IWBGYANC_CDS_1360,1,0.5363836288452148
IWBGYANC_CDS_3975,1,0.9399193525314331
IWBGYANC_CDS_5158,1,0.9832007884979248
IWBGYANC_CDS_5159,1,0.9969648718833923
IWBGYANC_CDS_0763,1,0.9981091022491455
IWBGYANC_CDS_5884,1,0.9860009551048279
IWBGYANC_CDS_0376,1,0.9991090893745422
IWBGYANC_CDS_2139,1,0.9766120314598083
IWBGYANC_CDS_1561,1,0.998223602771759
IWBGYANC_CDS_4245,1,0.9984857439994812
IWBGYANC_CDS_6743,1,0.9838117957115173
IWBGYANC_CDS_6744,1,0.9982181191444397
IWBGYANC_CDS_2784,1,0.9981682300567627
IWBGYANC_CDS_7290,1,0.985205352306366
IWBGYANC_CDS_7299,1,0.9983378648757935
IWBGYANC_CDS_1865,1,0.9919989705085754
IWBGYANC_CDS_1866,1,0.9911435842514038
IWBGYANC_CDS_3070,1,0.984279215335846
IWBGYANC_CDS_3071,1,0.9972624778747559
IWBGYANC_CDS_6568,1,0.9867513179779053
IWBGYANC_CDS_3545,1,0.9945624470710754
IWBGYANC_CDS_3548,1,0.9990010857582092
IWBGYANC_CDS_7213,1,0.9988645315170288
IWBGYANC_CDS_7215,1,0.9979815483093262
IWBGYANC_CDS_4712,1,0.9991590976715088
IWBGYANC_CDS_0388,1,0.9968222379684448
IWBGYANC_CDS_0390,1,0.956423819065094
IWBGYANC_CDS_0391,1,0.9973024129867554
IWBGYANC_CDS_0396,1,0.9973184466362
IWBGYANC_CDS_2230,1,0.9952701926231384
IWBGYANC_CDS_6862,1,0.9971789121627808
IWBGYANC_CDS_6863,1,0.9910752773284912
IWBGYANC_CDS_2820,1,0.9961045980453491
IWBGYANC_CDS_5094,1,0.9678760766983032
IWBGYANC_CDS_5096,1,0.9989925026893616
IWBGYANC_CDS_0639,1,0.9979063272476196
IWBGYANC_CDS_7012,1,0.9903265833854675
IWBGYANC_CDS_1955,1,0.9959670305252075
IWBGYANC_CDS_1956,1,0.9933164119720459
IWBGYANC_CDS_1958,1,0.9640762805938721
IWBGYANC_CDS_1971,1,0.9923829436302185
IWBGYANC_CDS_5262,1,0.9988595247268677
IWBGYANC_CDS_1003,1,0.9902650117874146
IWBGYANC_CDS_1008,1,0.9970911741256714
